id;commune;code_dept
2891;DOURDAN;91
2892;SACLAS;91
2893;MILLY-LA-FORET;91
2894;PUSSAY;91
2895;ROINVILLE-SOUS-DOURDAN;91
2896;BAULNE;91
2897;CORBREUSE;91
2898;FERTE-ALAIS (LA);91
2899;CERNY;91
2900;MORIGNY-CHAMPIGNY;91
2901;GUIGNEVILLE;91
2902;LARDY;91
2903;D   HUISON LONGUEVILLE;91
2904;BOURAY-SUR-JUINE;91
2905;COURANCES;91
2906;BREUILLET;91
2907;BRIERES-LES-SCELLES;91
2908;MAISSE;91
2909;VAL-SAINT-GERMAIN (LE);91
2910;SAINT-CYR-SOUS-DOURDAN;91
2911;ITTEVILLE;91
2912;SAINT-YON;91
2913;CHAMARANDE;91
2914;VAYRES-SUR-ESSONNE;91
2915;BOISSY-LE-CUTTE;91
2916;VILLENEUVE-SUR-AUVERS;91
2917;ANGERVILLIERS;91
2918;ANGERVILLE;91
2919;MARCOUSSIS;91
2920;BRIIS-SOUS-FORGES;91
2921;ORSAY;91
2922;GIF SUR YVETTE;91
2923;PALAISEAU;91
2924;FORGES-LES-BAINS;91
2925;LES ULIS;91
2926;BIEVRES;91
2927;NOZAY;91
2928;BURES SUR YVETTE;91
2929;LIMOURS;91
2930;IGNY;91
2931;VERRIERES LE BUISSON;91
2932;VILLE-DU-BOIS (LA);91
2933;VILLEBON SUR YVETTE;91
2934;VAUGRIGNEUSE;91
2935;GOMETZ-LA-VILLE;91
2936;VILLIERS-LE-BACLE;91
2937;GOMETZ-LE-CHATEL;91
2938;VILLEJUST;91
2939;SAINT-JEAN-DE-BEAUREGARD;91
2940;SACLAY;91
2941;PUTEAUX;92
2942;RUEIL-MALMAISON;92
2943;SURESNES;92
2944;NANTERRE;92
2945;COURBEVOIE;92
2946;BOIS-COLOMBES;92
2947;LA GARENNE-COLOMBES;92
2948;ASNIERES-SUR-SEINE;92
2949;GENNEVILLIERS;92
2950;COLOMBES;92
2951;VILLENEUVE-LA-GARENNE;92
2952;LEVALLOIS-PERRET;92
2953;CLICHY;92
2954;NEUILLY-SUR-SEINE;92
2955;BOULOGNE-BILLANCOURT;92
2956;VAUCRESSON;92
2957;GARCHES;92
2958;SAINT-CLOUD;92
2959;MEUDON;92
2960;SEVRES;92
2961;BOULOGNE-BILLANCOURT;92
2962;MEUDON;92
2963;VILLE-D'AVRAY;92
2964;CHAVILLE;92
2965;CHATENAY-MALABRY;92
2966;BOURG-LA-REINE;92
2967;ISSY-LES-MOULINEAUX;92
2968;MONTROUGE;92
2969;FONTENAY-AUX-ROSES;92
2970;CLAMART;92
2971;ANTONY;92
2972;VANVES;92
2973;SCEAUX;92
2974;LE PLESSIS-ROBINSON;92
2975;CHATILLON;92
2976;BAGNEUX;92
2977;MALAKOFF;92
2978;LE PRE-SAINT-GERVAIS;93
2979;ROMAINVILLE;93
2980;LES LILAS;93
2981;BAGNOLET;93
2982;NOISY-LE-SEC;93
2983;BOBIGNY;93
2984;LES PAVILLONS-SOUS-BOIS;93
2985;DRANCY;93
2986;BONDY;93
2987;PANTIN;93
2988;SAINT-OUEN-SUR-SEINE;93
2989;AUBERVILLIERS;93
2990;SAINT-DENIS;93
2991;LA COURNEUVE;93
2992;EPINAY SUR SEINE;93
2993;SAINT-DENIS;93
2994;PIERREFITTE-SUR-SEINE;93
2995;STAINS;93
2996;LE BOURGET;93
2997;VILLETANEUSE;93
2998;L'ILE-SAINT-DENIS;93
2999;DUGNY;93
3000;VAUJOURS;93
3001;TREMBLAY-EN-FRANCE;93
3002;COUBRON;93
3003;SEVRAN;93
3004;CLICHY SOUS BOIS;93
3005;LIVRY-GARGAN;93
3006;AULNAY SOUS BOIS;93
3007;VILLEPINTE;93
3008;LE BLANC-MESNIL;93
3009;NEUILLY-SUR-MARNE;93
3010;NEUILLY-PLAISANCE;93
3011;GAGNY;93
3012;NOISY-LE-GRAND;93
3013;GOURNAY SUR MARNE;93
3014;LE RAINCY;93
3015;MONTFERMEIL;93
3016;MONTREUIL;93
3017;ROSNY-SOUS-BOIS;93
3018;VILLEMOMBLE;93
3019;ST MAURICE;94
3020;SAINT-MAUR-DES-FOSSES;94
3021;SAINT-MAUR-DES-FOSSES;94
3022;JOINVILLE-LE-PONT;94
3023;ALFORTVILLE;94
3024;MAISONS-ALFORT;94
3025;CHARENTON-LE-PONT;94
3026;CRETEIL;94
3027;BONNEUIL-SUR-MARNE;94
3028;IVRY-SUR-SEINE;94
3029;CACHAN;94
3030;LE KREMLIN-BICETRE;94
3031;VILLEJUIF;94
3032;FRESNES;94
3033;CHOISY-LE-ROI;94
3034;VITRY-SUR-SEINE;94
3035;THIAIS;94
3036;L'HAY-LES-ROSES;94
3037;ORLY;94
3038;CHEVILLY-LARUE;94
3039;RUNGIS;94
3040;GENTILLY;94
3041;ARCUEIL;94
3042;VILLENEUVE-SAINT-GEORGES;94
3043;PERIGNY;94
3044;BOISSY-SAINT-LEGER;94
3045;VALENTON;94
3046;CHENNEVIERES SUR MARNE;94
3047;LA QUEUE-EN-BRIE;94
3048;VILLIERS-SUR-MARNE;94
3049;SUCY-EN-BRIE;94
3050;LIMEIL-BREVANNES;94
3051;VILLECRESNES;94
3052;ABLON-SUR-SEINE;94
3053;LE PLESSIS-TREVISE;94
3054;MANDRES-LES-ROSES;94
3055;VILLENEUVE-LE-ROI;94
3056;NOISEAU;94
3057;SANTENY;94
3058;ORMESSON-SUR-MARNE;94
3059;MAROLLES-EN-BRIE;94
3060;NOGENT-SUR-MARNE;94
3061;VINCENNES;94
3062;BRY-SUR-MARNE;94
3063;SAINT-MANDE;94
3064;FONTENAY-SOUS-BOIS;94
3065;LE PERREUX-SUR-MARNE;94
3066;CHAMPIGNY-SUR-MARNE;94
3067;PONTOISE;95
3068;MENUCOURT;95
3069;ERAGNY-SUR-OISE;95
3070;ST OUEN L AUMONE;95
3071;NOINTEL;95
3072;AUVERS-SUR-OISE;95
3073;L'ISLE-ADAM;95
3074;CERGY;95
3075;PIERRELAYE;95
3076;JOUY-LE-MOUTIER;95
3077;OSNY;95
3078;CERGY;95
3079;BEAUMONT-SUR-OISE;95
3080;MERIEL;95
3081;MERY-SUR-OISE;95
3082;PARMAIN;95
3083;CORMEILLES-EN-VEXIN;95
3084;COURDIMANCHE;95
3085;MAGNY-EN-VEXIN;95
3086;VAUREAL;95
3087;PONTOISE;95
3088;CHAMPAGNE SUR-OISE;95
3089;CHARS;95
3090;ENNERY;95
3091;PERSAN;95
3092;BOISSY-L'AILLERIE;95
3093;MARINES;95
3094;VILLIERS-ADAM;95
3095;VALMONDOIS;95
3096;LA ROCHE-GUYON;95
3097;GENAINVILLE;95
3098;BRUYERES-SUR-OISE;95
3099;LABBEVILLE;95
3100;VETHEUIL;95
3101;GOUSSAINVILLE;95
3102;BELLOY-EN-FRANCE;95
3103;GONESSE;95
3104;DOMONT;95
3105;ARNOUVILLE;95
3106;ROISSY-EN-FRANCE;95
3107;SAINT-BRICE-SOUS-FORET;95
3108;GARGES-LES-GONESSE;95
3109;ECOUEN;95
3110;LE THILLAY;95
3111;SARCELLES;95
3112;MONTSOULT;95
3113;SAINT-WITZ;95
3114;EZANVILLE;95
3115;BOUFFEMONT;95
3116;MAFFLIERS;95
3117;BAILLET-EN-FRANCE;95
3118;LOUVRES;95
3119;FOSSES;95
3120;VILLIERS-LE-BEL;95
3121;LUZARCHES;95
3122;VILLERON;95
3123;VEMARS;95
3124;VIARMES;95
3125;BONNEUIL-EN-FRANCE;95
3126;SURVILLIERS;95
3127;MOISSELLES;95
3128;ASNIERES-SUR-OISE;95
3129;PUISEUX-EN-FRANCE;95
3130;FONTENAY-EN-PARISIS;95
3131;CHAUMONTEL;95
3132;SEUGY;95
3133;MONTMORENCY;95
3134;ERMONT;95
3135;EAUBONNE;95
3136;FRANCONVILLE LA GARENNE;95
3137;PLESSIS-BOUCHARD (LE);95
3138;FREPILLON;95
3139;TAVERNY;95
3140;ENGHIEN LES BAINS;95
3141;ST LEU LA FORET;95
3142;ST GRATIEN;95
3143;DEUIL LA BARRE;95
3144;BEAUCHAMP;95
3145;GROSLAY;95
3146;BESSANCOURT;95
3147;SAINT-PRIX;95
3148;MARGENCY;95
3149;SOISY SS MONTMORENCY;95
3150;MONTMAGNY;95
3151;MONTLIGNON;95
3152;ANDILLY;95
3153;SANNOIS;95
3154;HERBLAY-SUR-SEINE;95
3155;ARGENTEUIL;95
3156;MONTIGNY LES CORMEILLES;95
3157;BEZONS;95
3158;LA FRETTE-SUR-SEINE;95
3159;CORMEILLES-EN-PARISIS;95
3160;SAINT MARTIN;971
3161;SAINTE ANNE;972
3162;SCHOELCHER;972
3163;MARIN;972
3164;FORT DE FRANCE;972
3165;TROIS ILETS;972
3166;CASE PILOTE;972
3167;DUCOS;972
3168;LE LAMENTIN;972
3169;DIAMANT;972
3170;VAUCLIN;972
3171;SAINT JOSEPH;972
3172;SAINTE LUCE;972
3173;FORT DE FRANCE;972
3174;FRANCOIS;972
3175;ROBERT;972
3176;AJOUPA BOUILLON;972
3177;TRINITE;972
3178;GROS MORNE;972
3179;CAYENNE;973
3180;REMIRE MONTJOLY;973
3181;KOUROU;973
3182;MATOURY;973
3183;SAINT LAURENT DU MARONI;973
3184;SAINTE MARIE;974
3185;SAINT DENIS;974
3186;SAINT DENIS;974
3187;SAINT DENIS;974
3188;SAINT-PAUL;974
3189;SAINT-PAUL;974
3190;SAINT-BENOIT;974
3191;SAINT-ANDRE;974
3192;LA POSSESSION;974
3193;SAINT PIERRE;974
3194;SAINT-LEU;974
3195;PARIS 03;75
3196;PARIS 01;75
3197;PARIS 08;75
3198;PARIS 06;75
3199;PARIS 07;75
3200;PARIS 05;75
3201;PARIS 10;75
3202;PARIS 09;75
3203;PARIS 11;75
3204;PARIS 12;75
3205;PARIS 13;75
3206;PARIS 14;75
3207;PARIS 15;75
3208;PARIS 16;75
3209;PARIS 17;75
3210;PARIS 18;75
3211;PARIS 20;75
3212;PARIS 19;75
3213;PARIS 04;75
3214;PARIS 02;75
